Date,Open,Open2,Close,Close2,Moving Average,Stochastic,Momentum,Subtracao,Commodity Channel Index
2005-03-29,1.5200,"1,520,000",1.4911,"1,491,071",1.5271,0.1931061118,0.0100,0.0361,13705.5625
2005-03-30,1.5025,"1,502,500",1.5286,"1,528,571",1.5246,0,-0.0432,0.0040,15237.5690
2005-03-31,1.5161,"1,516,071",1.4882,"1,488,214",1.5238,0.5384604339,-0.0321,0.0356,21371.0644
2005-04-01,1.5032,"1,503,214",1.4604,"1,460,357",1.5134,0,-0.0414,0.0531,29694.8015
2005-04-04,1.4639,"1,463,929",1.4675,"1,467,500",1.5035,0,-0.0593,0.0360,27322.2603
2005-04-05,1.4721,"1,472,143",1.4961,"1,496,071",1.4961,0.1047145747,-0.0504,0.0000,24428.6042
2005-04-06,1.5143,"1,514,286",1.5118,"1,511,786",1.4930,0.5235582139,-0.0229,0.0188,25179.3206
2005-04-07,1.5118,"1,511,786",1.5557,"1,555,714",1.4919,0.7539361421,0.0207,0.0638,22762.6171
2005-04-08,1.5607,"1,560,714",1.5621,"1,562,143",1.5012,1,0.0271,0.0610,19899.5765
2005-04-11,1.5768,"1,576,786",1.4971,"1,497,143",1.5060,1,0.0739,0.0088,15721.3700
2005-04-12,1.5175,"1,517,500",1.5236,"1,523,571",1.5072,0.3614053013,0.0368,0.0163,17476.7294
2005-04-13,1.5339,"1,533,929",1.4657,"1,465,714",1.5163,0.5924474076,0.0561,0.0506,20735.8824
2005-04-14,1.3861,"1,386,071",1.3307,"1,330,714",1.5160,0,-0.0304,0.1853,19357.6027
2005-04-15,1.3079,"1,307,857",1.2625,"1,262,500",1.4924,0,-0.1811,0.2299,10328.2098
2005-04-18,1.2500,"1,250,000",1.2721,"1,272,143",1.4568,0,-0.2932,0.1846,6625.3757
2005-04-19,1.3071,"1,307,143",1.3246,"1,324,643",1.4163,0.03218162947,-0.2900,0.0916,5384.1251
2005-04-20,1.3450,"1,345,000",1.2682,"1,268,214",1.3823,0.2380310337,-0.1725,0.1141,5045.1076
2005-04-21,1.3000,"1,300,000",1.3279,"1,327,857",1.3496,0.02188676644,-0.2554,0.0218,4331.2338
2005-04-22,1.3157,"1,315,714",1.2679,"1,267,857",1.3217,0.3216166209,-0.1379,0.0538,4215.1324
2005-04-25,1.3032,"1,303,214",1.3207,"1,320,714",1.2934,0.0785322661,-0.0629,0.0273,4109.7043
2005-04-26,1.3136,"1,313,571",1.2925,"1,292,500",1.2920,0.8907079578,0.0582,0.0005,5002.0777
2005-04-27,1.2818,"1,281,786",1.2839,"1,283,929",1.2963,0.4107166667,0.0204,0.0123,7349.8968
2005-04-28,1.2961,"1,296,071",1.2693,"1,269,286",1.2980,0.2678666667,-0.0407,0.0287,11303.0996
2005-04-29,1.2911,"1,291,071",1.2879,"1,287,857",1.2901,0.02381666667,0.0011,0.0022,13969.6516
2005-05-02,1.2932,"1,293,214",1.3011,"1,301,071",1.2929,0.3333333333,-0.0400,0.0082,24687.6775
2005-05-03,1.3000,"1,300,000",1.2932,"1,293,214",1.2890,0.6283746713,0.0332,0.0042,27125.2488
2005-05-04,1.2896,"1,289,643",1.3268,"1,326,786",1.2927,0.4652718364,-0.0275,0.0341,43389.6520
2005-05-05,1.3304,"1,330,357",1.3100,"1,310,000",1.2935,1,0.0343,0.0165,40129.5396
2005-05-06,1.3175,"1,317,500",1.3300,"1,330,000",1.2960,0.7080695652,0.0261,0.0340,34162.4936
2005-05-09,1.3314,"1,331,429",1.3204,"1,320,357",1.3026,1,0.0607,0.0178,28526.3836
2005-05-10,1.3125,"1,312,500",1.3007,"1,300,714",1.3099,0.7711838265,0.0325,0.0092,31364.4885
2005-05-11,1.2571,"1,257,143",1.2718,"1,271,786",1.3117,0.2038819116,-0.0004,0.0399,29636.9532
2005-05-12,1.2650,"1,265,000",1.2189,"1,218,929",1.3076,0,-0.0214,0.0886,23519.6726
2005-05-13,1.2214,"1,221,429",1.2418,"1,241,786",1.2969,0,-0.1079,0.0552,15124.5524
2005-05-16,1.2343,"1,234,286",1.2696,"1,269,643",1.2848,0.2057872892,-0.0682,0.0152,13776.8425
2005-05-17,1.2550,"1,255,000",1.2629,"1,262,857",1.2790,0.4565908293,-0.0604,0.0162,13785.0535
2005-05-18,1.2661,"1,266,071",1.2800,"1,280,000",1.2694,0.4330953977,-0.0575,0.0106,14688.3900
2005-05-19,1.2779,"1,277,857",1.3411,"1,341,071",1.2637,0.7467261723,-0.0207,0.0774,15069.6729
2005-05-20,1.3304,"1,330,357",1.3411,"1,341,071",1.2694,1,0.0693,0.0716,11730.4508
2005-05-23,1.3518,"1,351,786",1.4200,"1,420,000",1.2793,1,0.1221,0.1407,10702.7946
2005-05-24,1.4089,"1,408,929",1.4179,"1,417,857",1.3081,1,0.1782,0.1098,9470.5282
2005-05-25,1.4107,"1,410,714",1.4207,"1,420,714",1.3332,0.9863627397,0.1482,0.0875,8457.6297
2005-05-26,1.4264,"1,426,429",1.4550,"1,455,000",1.3548,1,0.1579,0.1002,7384.1834
2005-05-27,1.4514,"1,451,429",1.4486,"1,448,571",1.3822,1,0.1750,0.0663,6474.7123
2005-05-31,1.4521,"1,452,143",1.4200,"1,420,000",1.4063,0.9435701182,0.1075,0.0137,6025.3990
2005-06-01,1.4246,"1,424,643",1.4393,"1,439,286",1.4176,0.6927911243,0.0789,0.0217,6729.9355
2005-06-02,1.4304,"1,430,357",1.4300,"1,430,000",1.4316,0.5769323964,0.0193,0.0016,7425.3780
2005-06-03,1.3629,"1,362,857",1.3657,"1,365,714",1.4331,0.3269256657,0.0121,0.0673,10010.9877
2005-06-06,1.3689,"1,368,929",1.3543,"1,354,286",1.4256,0,-0.0550,0.0713,11138.5894
2005-06-07,1.3429,"1,342,857",1.3050,"1,305,000",1.4161,0,-0.1007,0.1111,11587.4021
2005-06-08,1.3082,"1,308,214",1.3186,"1,318,571",1.3947,0,-0.1436,0.0761,11059.2052
2005-06-09,1.3214,"1,321,429",1.3446,"1,344,643",1.3761,0.1010604233,-0.1014,0.0315,10617.3801
2005-06-10,1.3357,"1,335,714",1.2789,"1,278,929",1.3654,0.2952132017,-0.0946,0.0864,10041.6397
2005-06-13,1.2818,"1,281,786",1.2821,"1,282,143",1.3424,0,-0.1511,0.0603,8438.1719
2005-06-14,1.2829,"1,282,857",1.2857,"1,285,714",1.3213,0.03703404966,-0.0836,0.0356,7338.7790
2005-06-15,1.3168,"1,316,786",1.3261,"1,326,071",1.3099,0.09003808538,-0.0686,0.0162,7764.0416
2005-06-16,1.3282,"1,328,214",1.3564,"1,356,429",1.3059,0.7173813799,0.0211,0.0506,8763.2768
2005-06-17,1.3739,"1,373,929",1.3682,"1,368,214",1.3132,1,0.0379,0.0550,10308.8531
2005-06-20,1.3518,"1,351,786",1.3432,"1,343,214",1.3203,1,0.0236,0.0229,11016.9594
2005-06-21,1.3471,"1,347,143",1.3521,"1,352,143",1.3201,0.71999776,0.0643,0.0320,11304.0059
2005-06-22,1.3664,"1,366,429",1.3768,"1,376,786",1.3306,0.8132820578,0.0700,0.0462,13666.7125
2005-06-23,1.3868,"1,386,786",1.3889,"1,388,929",1.3441,1,0.0911,0.0448,14557.5507
2005-06-24,1.3961,"1,396,071",1.3486,"1,348,571",1.3588,1,0.0629,0.0103,14209.6554
2005-06-27,1.3157,"1,315,714",1.3250,"1,325,000",1.3620,0.117182544,-0.0079,0.0370,14565.1598
2005-06-28,1.3389,"1,338,929",1.3325,"1,332,500",1.3576,0,-0.0432,0.0251,15307.6045
2005-06-29,1.3296,"1,329,643",1.2989,"1,298,929",1.3524,0.1173176493,-0.0107,0.0535,17341.5853
2005-06-30,1.3075,"1,307,500",1.3146,"1,314,643",1.3461,0,-0.0532,0.0315,15138.2938
2005-07-01,1.3154,"1,315,357",1.3036,"1,303,571",1.3408,0.1746,-0.0621,0.0372,15112.1246
2005-07-05,1.3054,"1,305,357",1.3564,"1,356,429",1.3303,0.05157777778,-0.0854,0.0261,15559.8604
2005-07-06,1.3468,"1,346,786",1.3354,"1,335,357",1.3257,1,0.0079,0.0097,16821.2866
2005-07-07,1.3146,"1,314,643",1.3439,"1,343,929",1.3238,0.6335304348,0.0104,0.0202,16840.2122
2005-07-08,1.3525,"1,352,500",1.3661,"1,366,071",1.3265,0.7826086957,0.0114,0.0396,18276.9146
2005-07-11,1.3704,"1,370,357",1.3607,"1,360,714",1.3313,1,0.0671,0.0294,17118.1682
2005-07-12,1.3654,"1,365,357",1.3657,"1,365,714",1.3401,0.914288,0.0461,0.0256,19374.2636
2005-07-13,1.3675,"1,367,500",1.3696,"1,369,643",1.3474,0.994288,0.0621,0.0222,20088.3419
2005-07-14,1.4568,"1,456,786",1.4554,"1,455,357",1.3568,1,0.0132,0.0985,21978.5484
2005-07-15,1.4632,"1,463,214",1.4839,"1,483,929",1.3710,1,0.1200,0.1130,15651.9752
2005-07-18,1.4789,"1,478,929",1.4818,"1,481,786",1.3922,1,0.1400,0.0896,11184.8376
2005-07-19,1.4829,"1,482,857",1.5425,"1,542,500",1.4119,0.9826076371,0.1157,0.1306,9458.5488
2005-07-20,1.5307,"1,530,714",1.5582,"1,558,214",1.4371,1,0.1818,0.1211,7905.7275
2005-07-21,1.5607,"1,560,714",1.5461,"1,546,071",1.4653,1,0.1925,0.0808,6830.5395
2005-07-22,1.5514,"1,551,429",1.5714,"1,571,429",1.4911,0.9356051567,0.1764,0.0804,6366.1093
2005-07-25,1.5711,"1,571,071",1.5646,"1,564,643",1.5199,1,0.1161,0.0447,5960.9771
2005-07-26,1.5718,"1,571,786",1.5582,"1,558,214",1.5355,0.9242997222,0.0807,0.0227,6512.7692
2005-07-27,1.5654,"1,565,357",1.5711,"1,571,071",1.5461,0.8525819082,0.0764,0.0249,7596.3505
2005-07-28,1.5661,"1,566,071",1.5643,"1,564,286",1.5589,0.9876248747,0.0286,0.0054,8638.9332
2005-07-29,1.5557,"1,555,714",1.5232,"1,523,214",1.5620,0.7183137471,0.0061,0.0388,11507.8707
2005-08-01,1.5204,"1,520,357",1.5268,"1,526,786",1.5570,0,-0.0229,0.0302,14643.9793
2005-08-02,1.5318,"1,531,786",1.5425,"1,542,500",1.5542,0.07408482837,-0.0446,0.0117,17608.6708
2005-08-03,1.5425,"1,542,500",1.5436,"1,543,571",1.5501,0.4029922477,-0.0221,0.0065,24312.6014
2005-08-04,1.5318,"1,531,786",1.5254,"1,525,357",1.5471,0.425371419,-0.0146,0.0217,30874.3518
2005-08-05,1.5175,"1,517,500",1.5354,"1,535,357",1.5424,0.04477923815,-0.0457,0.0070,30994.7394
2005-08-08,1.5357,"1,535,714",1.5232,"1,523,214",1.5373,0.2956515388,-0.0289,0.0141,35448.0254
2005-08-09,1.5332,"1,533,214",1.5650,"1,565,000",1.5314,0,0.0000,0.0336,32958.6076
2005-08-10,1.5714,"1,571,429",1.5493,"1,549,286",1.5374,1,0.0382,0.0119,34465.7179
2005-08-11,1.5496,"1,549,643",1.5714,"1,571,429",1.5406,0.6239410329,0.0068,0.0308,40472.8689
2005-08-12,1.5521,"1,552,143",1.6464,"1,646,429",1.5447,1,0.0279,0.1017,34419.1748
2005-08-15,1.6600,"1,660,000",1.7029,"1,702,857",1.5594,1,0.1211,0.1434,19773.8680
2005-08-16,1.6925,"1,692,500",1.6518,"1,651,786",1.5848,1,0.1675,0.0670,12955.9371
2005-08-17,1.6571,"1,657,143",1.6839,"1,683,929",1.6014,0.7157083772,0.1286,0.0825,11141.7380
2005-08-18,1.6754,"1,675,357",1.6536,"1,653,571",1.6244,0.876747563,0.1189,0.0292,9659.3427
2005-08-19,1.6529,"1,652,857",1.6368,"1,636,786",1.6370,0.6790670113,0.1043,0.0003,9826.1644
2005-08-22,1.6482,"1,648,214",1.6382,"1,638,214",1.6495,0.4972836838,0.0654,0.0113,10154.4265
2005-08-23,1.6375,"1,637,500",1.6336,"1,633,571",1.6591,0.02161311317,-0.0082,0.0255,10670.3756
2005-08-24,1.6286,"1,628,571",1.6346,"1,634,643",1.6572,0,-0.0693,0.0226,12918.9601
2005-08-25,1.6471,"1,647,143",1.6450,"1,645,000",1.6475,0.02128758092,-0.0171,0.0025,19352.4415
2005-08-26,1.6471,"1,647,143",1.6336,"1,633,571",1.6465,0.2269550022,-0.0389,0.0130,26514.5067
2005-08-29,1.6168,"1,616,786",1.6371,"1,637,143",1.6393,0,-0.0200,0.0022,43993.3687
2005-08-30,1.6425,"1,642,500",1.6632,"1,663,214",1.6370,0.3125382798,0.0004,0.0262,59259.2973
2005-08-31,1.6736,"1,673,571",1.6746,"1,674,643",1.6408,1,0.0250,0.0339,44466.4712
2005-09-01,1.6786,"1,678,571",1.6521,"1,652,143",1.6460,1,0.0411,0.0062,36615.4958
2005-09-02,1.6536,"1,653,571",1.6507,"1,650,714",1.6486,0.4521815349,0.0175,0.0021,43331.5090
2005-09-06,1.6679,"1,667,857",1.7429,"1,742,857",1.6509,0.4173889755,0.0057,0.0919,53737.9736
2005-09-07,1.7518,"1,751,786",1.7386,"1,738,571",1.6649,1,0.1093,0.0737,26568.6366
2005-09-08,1.7625,"1,762,500",1.7779,"1,777,857",1.6799,0.9594566472,0.1014,0.0980,19916.4038
2005-09-09,1.7882,"1,788,214",1.8325,"1,832,500",1.7000,1,0.1146,0.1325,14340.0076
2005-09-12,1.8250,"1,825,000",1.8357,"1,835,714",1.7242,1,0.1579,0.1115,11016.7883
2005-09-13,1.8221,"1,822,143",1.8150,"1,815,000",1.7472,1,0.1836,0.0678,9483.3431
2005-09-14,1.8236,"1,823,571",1.7718,"1,771,786",1.7705,0.8880324324,0.1643,0.0013,8584.0521
2005-09-15,1.7857,"1,785,714",1.7811,"1,781,071",1.7878,0.3419186148,0.0289,0.0067,8679.4026
2005-09-16,1.7939,"1,793,929",1.8289,"1,828,929",1.7932,0.4374993566,0.0425,0.0357,10216.0783
2005-09-19,1.8232,"1,823,214",1.8800,"1,880,000",1.8061,0.8938649731,0.0511,0.0739,11150.8249
2005-09-20,1.8925,"1,892,500",1.8996,"1,899,643",1.8207,1,0.0475,0.0789,11871.2663
2005-09-21,1.8914,"1,891,429",1.8611,"1,861,071",1.8303,1,0.0639,0.0308,13634.6949
2005-09-22,1.8529,"1,852,857",1.8536,"1,853,571",1.8339,0.698319216,0.0461,0.0196,17400.6873
2005-09-23,1.8607,"1,860,714",1.9000,"1,900,000",1.8394,0.6396599326,0.0818,0.0606,20857.0516
2005-09-26,1.9296,"1,929,643",1.9229,"1,922,857",1.8578,1,0.1189,0.0651,16989.4206
2005-09-27,1.9257,"1,925,714",1.9086,"1,908,571",1.8780,1,0.0939,0.0306,14422.7863
2005-09-28,1.8954,"1,895,357",1.8243,"1,824,286",1.8894,0.7938111595,0.0286,0.0651,14718.2251
2005-09-29,1.8296,"1,829,643",1.8693,"1,869,286",1.8814,0,-0.0754,0.0121,15023.0247
2005-09-30,1.8689,"1,868,929",1.9146,"1,914,643",1.8771,0.456523724,0.0082,0.0376,18514.6591
2005-10-03,1.9343,"1,934,286",1.9443,"1,944,286",1.8847,0.9166692029,0.0611,0.0595,18156.0995
2005-10-04,1.9625,"1,962,500",1.9196,"1,919,643",1.8977,1,0.0443,0.0219,16074.4265
2005-10-05,1.9404,"1,940,357",1.8850,"1,885,000",1.9005,0.7946416667,-0.0032,0.0155,18227.9326
2005-10-06,1.9000,"1,900,000",1.8464,"1,846,429",1.8951,0.50595,-0.0236,0.0487,21895.4578
2005-10-07,1.8471,"1,847,143",1.8321,"1,832,143",1.8862,0.184525,0.0221,0.0541,20277.4141
2005-10-10,1.8486,"1,848,571",1.7989,"1,798,929",1.8873,0,-0.0371,0.0884,21185.8411
2005-10-11,1.8296,"1,829,643",1.8425,"1,842,500",1.8773,0,-0.1157,0.0348,16138.1457
2005-10-12,1.7375,"1,737,500",1.7589,"1,758,929",1.8670,0.2997516459,-0.1018,0.1081,16186.4666
2005-10-13,1.7657,"1,765,714",1.9193,"1,919,286",1.8405,0,-0.1607,0.0788,13872.7229
2005-10-14,1.9296,"1,929,643",1.9286,"1,928,571",1.8405,1,0.0343,0.0881,12031.5057
2005-10-17,1.9279,"1,927,857",1.9086,"1,908,571",1.8467,1,0.0821,0.0619,10322.4923
2005-10-18,1.9018,"1,901,786",1.8646,"1,864,643",1.8556,0.8821046675,0.0764,0.0091,10105.5348
2005-10-19,1.8596,"1,859,643",1.9621,"1,962,143",1.8602,0.6231593591,0.0657,0.1019,11102.5885
2005-10-20,1.9454,"1,945,357",2.0050,"2,005,000",1.8835,1,0.1196,0.1215,10926.8318
2005-10-21,2.0300,"2,030,000",1.9879,"1,987,857",1.9067,1,0.2461,0.0811,9377.3493
2005-10-24,1.9732,"1,973,214",2.0282,"2,028,214",1.9394,0.8778614533,0.0686,0.0888,10011.9124
2005-10-25,2.0143,"2,014,286",2.0036,"2,003,572",1.9550,1,0.0996,0.0486,9909.5492
2005-10-26,2.0100,"2,010,000",2.0368,"2,036,786",1.9657,0.8493498236,0.0950,0.0711,10732.0364
2005-10-27,2.0354,"2,035,357",1.9789,"1,978,929",1.9840,1,0.1721,0.0051,10641.4629
2005-10-28,2.0014,"2,001,429",1.9454,"1,945,357",2.0004,0.2248837801,0.0168,0.0550,10811.4570
2005-10-31,1.9714,"1,971,429",2.0568,"2,056,786",1.9980,0,-0.0596,0.0588,11874.3640
2005-11-01,2.0443,"2,044,286",2.0536,"2,053,571",2.0054,1,0.0689,0.0482,13746.4157
2005-11-02,2.0614,"2,061,429",2.1411,"2,141,071",2.0147,0.9711475469,0.0254,0.1263,15020.9351
2005-11-03,2.1521,"2,152,143",2.2089,"2,208,929",2.0309,1,0.1375,0.1781,13764.8504
2005-11-04,2.1554,"2,155,357",2.1839,"2,183,928",2.0602,1,0.1721,0.1237,10631.3184
2005-11-07,2.1732,"2,173,214",2.1511,"2,151,071",2.0812,0.9051454631,0.2050,0.0698,9789.8205
2005-11-08,2.1411,"2,141,071",2.1393,"2,139,286",2.1058,0.7804850288,0.2057,0.0335,8933.7829
2005-11-09,2.1429,"2,142,857",2.1468,"2,146,786",2.1335,0.5517256916,0.0825,0.0133,9356.5443
2005-11-10,2.1657,"2,165,714",2.1850,"2,185,000",2.1464,0.6000012873,0.0932,0.0386,10136.2505
2005-11-11,2.1979,"2,197,857",2.1979,"2,197,857",2.1652,0.6564048074,0.0439,0.0327,10393.0407
2005-11-14,2.1979,"2,197,857",2.1946,"2,194,643",2.1733,0.841017762,-0.0111,0.0214,12426.4153
2005-11-15,2.2000,"2,200,000",2.2243,"2,224,286",2.1712,0.9451264278,0.0107,0.0531,18255.9779
2005-11-16,2.2554,"2,255,357",2.3196,"2,319,643",2.1770,1,0.0732,0.1427,23234.6791
2005-11-17,2.3425,"2,342,500",2.3043,"2,304,286",2.2011,1,0.1804,0.1032,18388.5315
2005-11-18,2.3325,"2,332,500",2.3057,"2,305,714",2.2246,0.9111577778,0.1575,0.0811,15384.0790
2005-11-21,2.3150,"2,315,000",2.3200,"2,320,000",2.2473,0.8965486509,0.1207,0.0727,13311.8524
2005-11-22,2.3157,"2,315,714",2.3757,"2,375,714",2.2666,1,0.1221,0.1091,12524.4425
2005-11-23,2.3886,"2,388,572",2.3968,"2,396,786",2.2920,1,0.1811,0.1047,11005.9694
2005-11-25,2.4164,"2,416,429",2.4764,"2,476,429",2.3209,1,0.1725,0.1555,9750.5938
2005-11-28,2.5257,"2,525,714",2.4879,"2,487,857",2.3569,1,0.1568,0.1309,8582.6292
2005-11-29,2.4996,"2,499,643",2.4321,"2,432,143",2.3810,1,0.1836,0.0512,8804.5048
2005-11-30,2.4439,"2,443,928",2.4221,"2,422,143",2.3992,0.6941194556,0.1264,0.0229,9526.8118
2005-12-01,2.4625,"2,462,500",2.5571,"2,557,143",2.4159,0.6085120072,0.1021,0.1413,10455.2293
2005-12-02,2.5811,"2,581,071",2.5939,"2,593,929",2.4497,1,0.1814,0.1442,9585.1949
2005-12-05,2.5696,"2,569,643",2.5650,"2,565,000",2.4809,1,0.1971,0.0841,9253.2710
2005-12-06,2.6404,"2,640,357",2.6446,"2,644,643",2.5049,0.8315986169,0.0886,0.1397,9607.3454
2005-12-07,2.6511,"2,651,071",2.6411,"2,641,071",2.5290,1,0.1568,0.1121,9914.3064
2005-12-08,2.6143,"2,614,286",2.6457,"2,645,714",2.5509,0.9839460674,0.2089,0.0948,10270.8465
2005-12-09,2.6504,"2,650,357",2.6546,"2,654,643",2.5814,1,0.2236,0.0733,9779.5197
2005-12-12,2.6739,"2,673,928",2.6754,"2,675,357",2.6146,1,0.0975,0.0608,9273.5033
2005-12-13,2.6732,"2,673,214",2.6779,"2,677,857",2.6315,1,0.0814,0.0464,10393.3626
2005-12-14,2.5904,"2,590,357",2.5718,"2,571,786",2.6435,1,0.1129,0.0717,12111.6968
2005-12-15,2.5957,"2,595,714",2.5779,"2,577,857",2.6444,0,-0.0729,0.0666,12367.0352
2005-12-16,2.5764,"2,576,429",2.5396,"2,539,643",2.6349,0.05723524809,-0.0632,0.0953,14036.4566
2005-12-19,2.5396,"2,539,643",2.5493,"2,549,286",2.6204,0,-0.1061,0.0711,14421.2098
2005-12-20,2.5582,"2,558,214",2.5754,"2,575,357",2.6066,0.06976861968,-0.1054,0.0313,15047.0500
2005-12-21,2.5929,"2,592,857",2.6250,"2,625,000",2.5953,0.2583963998,-0.1000,0.0297,16401.5089
2005-12-22,2.6396,"2,639,643",2.6436,"2,643,571",2.5881,0.6175713025,-0.0529,0.0555,17589.5822
2005-12-23,2.6489,"2,648,929",2.6196,"2,619,643",2.5832,1,0.0718,0.0364,17177.6548
2005-12-27,2.6429,"2,642,857",2.6511,"2,651,071",2.5901,0.7697636825,0.0418,0.0610,18796.9088
2005-12-28,2.6596,"2,659,643",2.6275,"2,627,500",2.6005,1,0.1114,0.0270,19148.8542
2005-12-29,2.6350,"2,635,000",2.5518,"2,551,786",2.6131,0.7684236381,0.0782,0.0613,23451.3755
2005-12-30,2.5325,"2,532,500",2.5675,"2,567,500",2.6134,0,-0.0236,0.0459,24218.9805
2006-01-03,2.5850,"2,585,000",2.6696,"2,669,643",2.6123,0.1582716422,-0.0575,0.0573,23089.5980
2006-01-04,2.6832,"2,683,214",2.6775,"2,677,500",2.6187,1,0.0261,0.0588,21287.6879
2006-01-05,2.6725,"2,672,500",2.6564,"2,656,429",2.6235,1,0.0579,0.0329,21120.5765
2006-01-06,2.6875,"2,687,500",2.7250,"2,725,000",2.6288,0.8323893918,0.0054,0.0962,21379.2625
2006-01-09,2.7404,"2,740,357",2.7161,"2,716,071",2.6393,1,0.0975,0.0767,19473.8813
2006-01-10,2.7232,"2,723,214",2.8879,"2,887,857",2.6520,0.948451049,0.1643,0.2359,17299.5771
2006-01-11,2.9943,"2,994,286",2.9964,"2,996,428",2.7000,1,0.3204,0.2964,12520.1572
2006-01-12,3.0346,"3,034,643",3.0104,"3,010,357",2.7613,1,0.3268,0.2491,9049.8015
2006-01-13,3.0354,"3,035,357",3.0568,"3,056,786",2.8099,1,0.3329,0.2468,7521.3452
2006-01-17,3.0607,"3,060,714",3.0254,"3,025,357",2.8641,1,0.4004,0.1612,6498.4156
2006-01-18,2.9671,"2,967,143",2.9461,"2,946,071",2.9168,0.9077557489,0.3004,0.0292,5994.6868
2006-01-19,2.9018,"2,901,786",2.8229,"2,822,857",2.9484,0.6750509957,0.2300,0.1256,6372.9559
2006-01-20,2.8314,"2,831,429",2.7175,"2,717,500",2.9637,0,-0.0650,0.2462,6173.2452
2006-01-23,2.7179,"2,717,857",2.7739,"2,773,929",2.9393,0,-0.2789,0.1654,6075.9685
2006-01-24,2.8129,"2,812,857",2.7157,"2,715,714",2.9076,0.1663169126,-0.2364,0.1918,6653.8721
2006-01-25,2.7639,"2,763,929",2.6500,"2,650,000",2.8655,0,-0.3411,0.2155,6879.4115
2006-01-26,2.6618,"2,661,786",2.5832,"2,583,214",2.8073,0,-0.3754,0.2241,6926.2419
2006-01-27,2.6054,"2,605,357",2.5725,"2,572,500",2.7442,0,-0.3629,0.1717,6414.8265
2006-01-30,2.5418,"2,541,786",2.6786,"2,678,571",2.6908,0,-0.2504,0.0122,5621.5332
2006-01-31,2.6964,"2,696,429",2.6968,"2,696,786",2.6702,0.5265924966,-0.0389,0.0266,6093.6794
2006-02-01,2.6768,"2,676,786",2.6936,"2,693,571",2.6672,0.6170213822,-0.0771,0.0263,7413.8131
2006-02-02,2.6821,"2,682,143",2.5750,"2,575,000",2.6558,0.8453852277,-0.0221,0.0808,8564.3598
2006-02-03,2.5800,"2,580,000",2.5661,"2,566,072",2.6357,0.02011489629,-0.0750,0.0696,9746.3205
2006-02-06,2.5721,"2,572,143",2.4036,"2,403,571",2.6237,0,-0.0171,0.2201,12016.9662
2006-02-07,2.4382,"2,438,214",2.4143,"2,414,286",2.5980,0,-0.1689,0.1837,11978.3957
2006-02-08,2.4461,"2,446,071",2.4575,"2,457,500",2.5754,0.03654315093,-0.2643,0.1179,11643.3398
2006-02-09,2.4679,"2,467,857",2.3196,"2,319,643",2.5438,0.1839230599,-0.2393,0.2242,9824.4453
2006-02-10,2.3279,"2,327,857",2.4039,"2,403,929",2.4899,0,-0.3739,0.0860,7556.7438
2006-02-13,2.3796,"2,379,643",2.3111,"2,311,071",2.4486,0.3300712336,-0.1711,0.1375,6979.5768
2006-02-14,2.3250,"2,325,000",2.4157,"2,415,714",2.4109,0,-0.2550,0.0048,6496.8565
2006-02-15,2.3986,"2,398,571",2.4721,"2,472,143",2.3894,0.7146330303,0.0121,0.0828,6866.8641
2006-02-16,2.4968,"2,496,786",2.5204,"2,520,357",2.3992,1,0.0579,0.1212,8026.5349
2006-02-17,2.5107,"2,510,714",2.5104,"2,510,357",2.4143,1,0.0629,0.0960,8729.6650
